Index,Distances
"[  494 60259   596 39260 61621 41412 43188 48612  8788 46896 19074 41636
  8224 34798 40969 22882 64641 39800 18645 60581  9890 47860 42732  8354
  6302 50696 34582 27445 55290 34251 15648 34283 26990 40915 45066 13464
 63359 16474 13926 23378 16402   612 39028 17932 33940 33442 48790 40965
 49518 68572 11574  9720 22362 37653  1742 19038 15042 38660 62894 33520
 21620 64416 25167 35426 51546  2310 27580 27712 11172 42499 68576 56639
 49374 27411 15600 40412 20731 15288  2806  5844 51520 63226 56389 45294
 31626 36290 10080 53924 42570 12652 27414 49853 21848   872 27407 64241
 38138 13084 40486 10276]","[   0.     1291.5131 1370.5109 1531.4476 1564.2292 1602.2185 1635.6516
 1651.1462 1673.2212 1684.3566 1684.54   1687.3022 1734.5342 1757.3204
 1759.3815 1775.9575 1776.1633 1777.184  1780.1559 1781.1763 1781.473
 1782.0417 1784.5652 1786.536  1786.6256 1787.3281 1799.7119 1801.0144
 1805.2504 1805.778  1808.1388 1810.9039 1816.1176 1823.8314 1824.7668
 1828.8604 1830.4246 1831.9102 1834.0573 1837.6661 1838.9244 1839.1495
 1842.5851 1845.9344 1848.0587 1848.1799 1848.2262 1852.47   1857.1847
 1859.3784 1860.3916 1866.2175 1870.4098 1870.687  1871.047  1873.5455
 1875.1672 1875.5012 1877.1649 1878.1211 1883.837  1887.47   1889.2345
 1889.5457 1890.1129 1891.0424 1891.6527 1893.3289 1893.3806 1896.516
 1897.1642 1897.2356 1899.0947 1899.7295 1900.1826 1903.9698 1907.1414
 1907.4388 1908.867  1909.0267 1909.7335 1910.3369 1911.2346 1912.255
 1912.419  1915.0786 1915.1478 1916.0016 1916.6843 1919.4536 1920.5356
 1921.8413 1922.0952 1922.5127 1922.5337 1922.9105 1923.9153 1924.422
 1927.0867 1927.8558]"
"[  495 45783 63812 25257 37730 41863  5337 26692  5277 59715 55139 10369
 54107 12583 40996 49193 37827 42777 11114 37745  6592  5323 47742 37765
 16329 11481 53048  5359 57247  5153 13496 44181  5683 10423  2627  3687
 56197 54014 16229 66767  6057 16811 16783 64983 55999  1583 23419  1449
 16873 46983 46621 32379 50131 54127   895 27675 45747  4615 38927 45321
  3542 68821 66985 18895 69821 37797 52585 23130 58513 63620 42775  5637
 45809   479 55665  2915 17295 37903 13579 44681 52487 40901 26270 48445
 54147 52307 19821 13577   909 18955 49321 69548  7590 47095  9098 41883
 18827 27133 40931 36912]","[   0.     1448.9169 1597.5347 1674.5477 1687.9058 1703.8468 1705.5831
 1722.103  1753.7716 1781.8494 1783.1046 1787.5936 1787.818  1818.7449
 1822.5922 1822.628  1831.0172 1833.518  1834.3546 1835.8425 1837.0912
 1839.9084 1840.0842 1843.5485 1843.8748 1844.6309 1844.8918 1846.9518
 1849.9592 1850.9076 1854.77   1859.5903 1861.7675 1869.055  1870.3372
 1875.4176 1878.188  1879.0343 1880.6199 1884.6952 1885.5808 1886.0101
 1886.4188 1889.2239 1891.9823 1893.1952 1895.3403 1899.4573 1902.3624
 1906.6893 1909.4952 1909.6748 1910.5586 1911.033  1911.5115 1911.864
 1911.9661 1912.5548 1917.3229 1920.1963 1920.8092 1921.0112 1922.5516
 1923.3656 1924.4285 1925.8203 1926.7812 1926.8555 1928.1001 1928.5637
 1928.9834 1930.265  1931.0057 1931.8408 1933.0605 1935.5519 1937.6318
 1941.8844 1947.3251 1947.4628 1948.1183 1949.7592 1950.5164 1952.448
 1952.5325 1952.9941 1953.7566 1954.0732 1954.282  1955.8474 1955.9783
 1955.9944 1958.2928 1958.8809 1959.516  1960.7068 1962.4156 1962.5479
 1962.5575 1964.4513]"
"[  496 60739 26972 66216 31316 23384   815 16487   679 59502 40326 63928
 46901 47357 27699 62606  9800 58756  7546 14006  5423  3859 44662 40874
 42554   837 31007 58117 66277 16513 20718 32961 32915 59538 21259  1913
 58948 47339 21749   805 56130 17504 14485 26452 48637 38848 48132 26204
 63550 68652 21604 47428 23514 26370  6086 67649 36658 30476 30916 27320
 68185 67003 44625 30116 30968 21543 25679 22260 14732 59584  9690 59507
 36756 60386 60045 65662  7589 34924 64422 63957 63372 23827 26437 32943
 54283 29525 62077 15676 54289 28148 26467 31618 16405 55818 69815  3839
 24890 43189 44164 41500]","[   0.     1285.6376 1285.71   1288.5969 1307.0681 1324.0657 1324.4111
 1325.0985 1328.3011 1342.38   1343.9706 1346.3926 1356.626  1364.6681
 1373.6874 1376.2162 1399.9247 1403.7354 1405.8801 1408.8229 1419.8367
 1422.4602 1429.594  1430.2416 1431.1251 1431.8876 1435.7513 1437.9983
 1440.6808 1448.2587 1451.4062 1455.1732 1457.8436 1457.8622 1462.2202
 1467.6655 1469.0721 1470.7158 1473.2491 1475.104  1481.16   1483.0239
 1489.5365 1497.365  1497.9996 1498.5297 1499.9626 1504.135  1510.3287
 1511.4318 1515.4564 1522.8904 1523.2692 1525.1882 1526.5026 1526.5789
 1526.9813 1532.4657 1534.1085 1535.9486 1539.4281 1539.6097 1539.935
 1540.8293 1547.4062 1548.643  1550.6431 1552.2783 1556.9647 1560.8505
 1561.4336 1561.6027 1561.6241 1564.442  1566.4613 1570.1971 1571.8164
 1575.4755 1577.0254 1578.8287 1580.79   1584.0704 1584.1326 1585.616
 1586.1488 1586.1504 1586.3357 1586.85   1587.0325 1589.4298 1590.2977
 1592.395  1593.5878 1594.7085 1596.0814 1596.202  1597.1825 1599.9156
 1600.8401 1600.8926]"
"[  497 18810 38711 46419 20557 55090 66768 12273 13243 20417 30155 49662
 36498 62193 51856 26504 13311 50162 41345  3916 66756 62314 64868 44141
 12363 67490 44323 19023 56992 12126  4042 47062 22513 14299 46327 19039
 46363 22613   501 24545 14238 32173 32497 62671 50046 67504 12253 33171
 18427 17776 47403 46351 48927 67445 41549 59963 65205 59953  5912 61206
 63525 36547  4945 44219 12065 29931 32266  7795 69664 33395 52113 52127
  7287 33037 37508 18006 43179 34410 44434  8301 24503  7173 41615 59915
 52149 22593   631 23021 61326 45081  7229 44378   599 19199 14597 41369
 13187   487 11076   657]","[   0.     1032.2693 1057.637  1071.9697 1128.0337 1203.1895 1286.6992
 1303.8193 1308.6848 1320.0546 1327.4128 1341.6296 1349.7185 1369.3674
 1395.9985 1408.431  1415.4077 1426.8044 1438.8749 1439.5714 1441.3733
 1443.0104 1446.2659 1456.5741 1460.568  1465.088  1474.6034 1482.342
 1483.4244 1484.3369 1501.8252 1504.5085 1506.3748 1508.6929 1510.1023
 1513.5706 1515.5665 1523.1776 1534.811  1540.592  1543.5306 1551.1063
 1553.1803 1553.2021 1557.9095 1560.6884 1565.5977 1571.042  1571.5406
 1572.4255 1573.939  1576.7656 1577.3716 1587.4879 1589.0638 1592.7693
 1594.2374 1595.6222 1599.1476 1604.5613 1607.5565 1608.0168 1608.6289
 1609.0734 1610.2599 1613.9442 1617.8983 1621.3319 1622.0687 1622.5255
 1623.616  1625.8447 1630.4702 1633.1356 1633.6322 1634.1119 1636.0128
 1636.7648 1637.8633 1637.9744 1640.2582 1640.9403 1644.3357 1645.2142
 1646.5625 1650.9307 1651.248  1651.674  1652.5571 1652.588  1653.1672
 1655.8765 1668.7166 1668.938  1673.9624 1674.4784 1676.5052 1677.4124
 1678.8591 1679.1045]"
"[  498 24774  2602 62000 37346 15708 53555 13364 18154  3387 64565 46684
 13758 33782 47916 19151 59981 13427 56582  8328 24304 29769 27134 17788
 50866  3736 25108 32752  9828  7230 48740 27402 30989  4910 23198 30873
 24905 62947 35146 55900  1779 12855 36784 43581 51624 41050 29682 36068
 19105 28704 55943 38306  2226 51920 16786 52571 54205  1707 39043 64649
  6657 52856 53606 56345 46074 38290 47694 30036 49296 28966 51069 49930
 65920 21030  9280 29454 24184 14308 28870 39258 41876 10484 46382 65886
 66639  9281 63554 55012 64599 33794 25219 23646 59483  3919  8153 32302
  3774 66550 50776 14044]","[   0.      986.7401 1061.9891 1067.8127 1087.6805 1089.7091 1144.4802
 1146.4066 1158.7894 1168.7964 1175.5449 1180.3932 1185.0814 1191.1759
 1194.4476 1195.9874 1202.9501 1215.0095 1220.2234 1221.384  1232.792
 1232.8191 1235.2125 1235.4076 1236.6455 1237.6001 1240.9045 1248.7622
 1253.7029 1253.8014 1263.4626 1264.1467 1265.8938 1267.4999 1267.649
 1271.5121 1273.6165 1275.4376 1275.7585 1275.8445 1276.0255 1276.809
 1276.8375 1278.8041 1282.5015 1284.0101 1285.0386 1285.3999 1286.2911
 1291.2405 1292.527  1296.4722 1296.5936 1302.8466 1306.6935 1310.4609
 1312.679  1312.8701 1318.5018 1326.5071 1328.8206 1331.6708 1333.9078
 1334.709  1335.4131 1335.9255 1336.0101 1336.4296 1336.6633 1337.8691
 1337.9585 1338.5702 1342.765  1343.1545 1343.3622 1346.2797 1346.9948
 1347.1926 1352.6171 1354.1444 1357.1813 1357.5643 1358.7616 1358.8469
 1359.4631 1360.3136 1361.0625 1365.3018 1365.4211 1371.4602 1372.1808
 1372.4854 1377.151  1378.5887 1381.1901 1381.7996 1382.3198 1382.472
 1382.9016 1386.0288]"
"[  499 27613 59270 17027 17021 25709  3493 30803 54593  8397 26720 65744
 53335 62119 44699 13342   571 20516 67450 18281 19435 18618 68209 30581
 56126 11431 21146 27579 32502 45208 16639  3211 27687   295 20507 58296
 40665 32127 56151 44507 52573 60914  7141 59015 22703 58305 28338 61560
 32061 52711   761 20539 57481 59485 26028 59838 25043 12295  7117 18114
 50988 58990 29979 18195 59274 56307 65049 31525 69516 59034 54093 59277
 24123 60983 64371 59215 69900 42813 46121 30823 51715 35921 43787 13639
 58302 19201  8482 57467 30621 37458  3028 16762  3191  3497 24909   796
 29829 55614  1025 31599]","[   0.     1196.7539 1203.0199 1204.9398 1213.9766 1229.6345 1299.5122
 1299.7627 1304.5532 1319.1019 1323.2362 1332.7727 1332.7776 1333.0217
 1334.7606 1345.5806 1353.0085 1373.7587 1381.079  1381.2241 1383.6553
 1383.8309 1387.1089 1388.393  1389.2397 1402.0963 1404.9214 1405.226
 1414.3507 1419.3702 1419.7747 1422.2577 1422.268  1423.3646 1426.1858
 1427.6814 1432.1372 1434.0154 1435.612  1437.1862 1437.2324 1438.8013
 1441.0187 1444.7612 1451.3887 1457.8165 1458.5232 1458.6559 1460.6399
 1462.7902 1463.9426 1464.9031 1468.7971 1475.9034 1479.6128 1482.1302
 1483.3257 1484.7064 1487.2166 1487.2292 1494.1549 1494.7665 1498.1642
 1500.9784 1504.6488 1506.0562 1506.2161 1506.5746 1507.2837 1507.3871
 1509.4572 1511.2488 1512.3112 1515.6768 1515.9915 1516.244  1517.2775
 1522.872  1523.2216 1526.8003 1527.0245 1527.4691 1527.5441 1527.9136
 1529.615  1530.6064 1530.9503 1533.6835 1535.6979 1536.1715 1537.8372
 1539.7256 1539.9042 1540.483  1541.3182 1544.1011 1545.4275 1546.5406
 1546.7201 1546.9095]"
"[  500 10788  8120 63162 28132 33170 46354 63609 49834 27728 46638 26886
 16524 63176 38026 45606 12806 55422 57550 43870 12364  1022 12296  1770
 34998 33996 37694 44062  1730 62563  6304 54732  2720 33571 20404 11540
 41760 42062  7386 47161 13042 55842 17114 62890  9888 18429 15230 60077
 41174 20422 22228 26854 24548 40774 49980 30290 55934 18410 57825 46752
 69288 42582 41892 32432 14519 62710 35998 55836 23248 48979 61359 56432
 64723 39190  6956 17532 48450 51198 66017 26626 63192 17117 27950  4422
 48610 34690 11498 18616 33681 20558 26699 27944 57949 23708  3448 39254
 25705 18469 64669 42429]","[   0.     1517.3783 1524.2736 1524.3179 1525.361  1529.6277 1532.4677
 1542.0865 1560.0022 1569.8767 1573.4132 1573.6969 1577.962  1582.0889
 1583.342  1587.1377 1588.5493 1592.7617 1598.5034 1600.1104 1601.3856
 1604.2839 1604.9832 1606.6935 1611.5502 1615.7246 1615.9381 1617.7391
 1621.2812 1621.8094 1621.9945 1623.8728 1624.3802 1627.0148 1627.6176
 1627.6268 1627.644  1627.9528 1628.09   1635.7163 1637.0638 1639.4148
 1640.0106 1641.2179 1643.3423 1647.2399 1648.8903 1649.0476 1649.4432
 1649.5969 1650.156  1650.1721 1650.7205 1650.8824 1652.5271 1653.5531
 1655.4275 1655.9375 1656.3306 1657.0791 1658.     1658.1903 1660.767
 1661.1818 1661.5516 1661.6471 1662.3176 1662.7583 1663.0953 1663.1558
 1664.5834 1665.7152 1665.7568 1666.5425 1667.4391 1667.455  1668.7229
 1670.3009 1670.4032 1672.2007 1672.4213 1672.5938 1672.9321 1673.7058
 1675.8413 1676.4641 1676.9874 1678.0295 1678.3304 1678.6376 1678.784
 1679.1165 1680.0345 1680.6835 1680.8    1681.0211 1681.1967 1681.2573
 1681.755  1682.1359]"
"[  501 48927   487  1455 41369 49599   631   583 48344  7287 49511  8287
   601 49495   529 12431  7233  8301 16799 41549 53951 22316  1036 44361
 62043 38711 15369 12126 22613 13361 41329  7229 44323 30085 47403 22597
 41345 57751 13311 30155  4945 41483 55015 69781 32247   511  1459   641
 58129 16865 52113 37873 46327 54957 31100 52127  1569 34410 41403 67434
  2559   497 59917 46071 30521 49039 61326  9927 47062   595  1610  7251
 52093 22279 46033 19007  2371 57687  1057  7215 49653 44405 57078 23723
 52952  8321 58332 54917 26504  3146 52117 12277 30022 14238    29 20871
 44283  7795 21591 23575]","[   0.      905.4767  955.8122 1046.2113 1125.5972 1142.6238 1179.0127
 1208.5073 1218.025  1232.1915 1254.4803 1270.5385 1274.2041 1304.1296
 1304.9548 1310.1633 1339.8071 1343.9631 1344.3258 1366.8507 1371.0754
 1381.248  1382.0752 1387.6686 1391.0582 1399.3702 1410.2174 1412.5938
 1424.5382 1429.1151 1431.612  1431.8859 1436.149  1437.1469 1438.2194
 1441.7656 1445.5144 1458.3347 1459.6252 1469.466  1473.2034 1483.9006
 1484.4619 1489.3029 1489.9329 1491.1469 1495.0435 1498.5016 1503.606
 1504.6604 1505.9243 1506.1255 1509.1302 1509.1428 1512.5833 1516.2783
 1517.5404 1524.3602 1528.8715 1530.7236 1533.0874 1534.811  1537.7529
 1542.1997 1547.2505 1555.641  1556.7434 1557.9637 1558.6902 1560.5237
 1561.3318 1564.7047 1566.492  1570.6257 1571.896  1573.1042 1576.2963
 1577.4042 1578.0463 1578.3741 1578.5662 1579.0405 1579.4132 1579.8544
 1580.4905 1582.2222 1582.9883 1585.4429 1586.8091 1587.471  1593.4174
 1596.0326 1597.6323 1598.1796 1598.5099 1601.487  1603.2006 1603.7593
 1605.5865 1607.397 ]"
"[  502 27296 25598 39996  3500  8708 12488 63476 29100 15528 40620 12078
 43534  5526 32656 33820 62650 23312 56616 11542 48806 23870 67692 22172
 35100 63002 16164 22934  7740  7320 46958 18938 46592 30980 13376 54070
 42114  6188 15548 13248 39798 13906  9164 29958 18338 47022 49566 39940
 26488 58593  5798 27510 13656 42590 61879 63283 48480 10894  6806 40404
  4006 19620  9378 12012 26978 39820 60112 49290 56544 57156 63078  3318
 54344 65434 63739 26520 32394 61215 35987 38234 17803 17859 20708 10622
 30974  4752 35164 63146 25266 26399 38592 33382 21468 39264 30494 50768
 20628 56658 14854 30324]","[   0.     1136.8228 1146.9651 1173.5404 1200.1721 1208.6583 1224.6056
 1232.011  1257.5122 1266.4016 1268.5575 1287.977  1300.1792 1311.9386
 1321.3838 1333.573  1344.8744 1358.338  1360.1754 1364.2203 1377.1576
 1377.619  1382.4547 1383.1146 1386.1493 1391.0464 1396.2163 1397.0222
 1398.152  1400.161  1405.6433 1415.4738 1416.6835 1418.0758 1419.3569
 1419.3809 1422.3828 1425.3246 1430.9113 1436.3077 1436.4929 1437.3225
 1437.6842 1439.0417 1439.5836 1442.9276 1443.425  1444.1412 1446.5227
 1447.8608 1447.8999 1450.8546 1451.6477 1453.645  1455.3942 1456.0388
 1456.226  1460.581  1462.8008 1466.83   1466.953  1468.4274 1471.8485
 1475.3867 1475.4108 1476.9255 1477.2795 1477.6387 1477.8461 1479.4576
 1479.4637 1481.3383 1481.836  1484.8956 1485.3761 1486.7394 1487.4707
 1487.7076 1489.2263 1489.3972 1489.6879 1490.1755 1490.477  1492.2792
 1492.391  1492.5481 1492.588  1493.6636 1494.8167 1494.8418 1494.9806
 1497.4385 1497.4629 1497.8254 1500.6965 1501.9121 1503.9847 1504.3895
 1505.8021 1505.832 ]"
"[  503 29705  4381 54047  4391  7777 32261 22745 32285 29877 32175  4305
 38237 18047 29829  7763 11717 28687 21549 21659 20873 10187 11761 15321
 52689 49677 21569 51769  4375  1593 41359  3555  1419 69744 14003 46927
  3289 43945 63245 47425 69563   705  5574 52733 30173 47401   575 58100
 69759 28785 35007 59916  4357  8139 40645  8181 29711 47152 29965 28739
 14477 58302 62911 34107  7048 13885 51715  7775  2511   343  4287 43687
 35005 31333   393 67234 21613 57093 43559 29016 41094 41529 31655 59711
 69817 47085 11613 22266 20945 31313 53092  1439 51665 45463 28749 45379
 14013 13639 11681 66686]","[   0.     1256.0299 1272.0177 1272.3215 1313.1542 1316.5083 1325.8114
 1366.261  1377.9967 1381.4612 1384.2861 1384.8333 1385.6443 1398.1147
 1399.0243 1418.5281 1420.2782 1442.8947 1447.5085 1452.5051 1455.9148
 1456.342  1462.8107 1467.5742 1467.6638 1468.4948 1469.2897 1472.3665
 1474.546  1474.6339 1474.7823 1483.3418 1488.6349 1492.453  1493.1819
 1498.8785 1501.017  1501.6074 1505.7251 1509.2292 1512.597  1513.3083
 1513.5874 1516.3153 1516.6272 1518.3168 1520.5009 1524.6252 1525.3275
 1525.6733 1527.5635 1530.2876 1535.1593 1535.5178 1538.2448 1538.6062
 1540.7421 1543.1238 1543.7036 1544.1309 1546.9706 1549.7861 1550.0687
 1550.6947 1552.7711 1554.2146 1554.7601 1555.9016 1559.9574 1561.2335
 1561.7078 1563.5865 1564.1145 1566.0405 1566.3508 1569.0487 1571.0178
 1571.8035 1575.2394 1581.2972 1588.5336 1588.5367 1588.8285 1598.331
 1599.298  1599.9197 1602.6865 1603.0746 1603.1117 1603.8632 1604.466
 1606.2966 1606.725  1607.0747 1607.9248 1608.6423 1608.9922 1616.6567
 1620.3555 1622.0796]"
"[  504 21489 42511 62903 20097 64867   544 19078 61588  2883 17742 65574
 36217  1583  1206 38507 36173 25723 14856 59473 65488  6200 36303  3400
 24574 40014 32699  3378  2287  2886 64621  3651 17400 40588 18218 60812
  1324 33206 47742  2329 42447 45139 46098 13262 11083 16626 26131 25257
 23866 16574 27263 44928 12780   490  8646 33566 36289 28918  6426 65364
 16333 32757 33854 19739 51101 21819 66880 11155 43199  2038 61339  9096
 49604 31183 17298 16112 60618 46702 16873 28271 40947  3596 12024 31451
 10074 32581  6561 26700  4583 35891 62100 52307  9706 54446 68854 15764
 56697 10278 67968 42775]","[   0.     1558.9628 1700.3218 1716.5308 1749.9777 1756.2821 1764.4535
 1770.6888 1770.9413 1772.9836 1785.0653 1787.8412 1789.5471 1793.7974
 1801.1857 1806.3175 1817.0518 1818.1609 1825.4829 1829.1744 1834.5432
 1845.9843 1856.6052 1858.5664 1862.7734 1873.126  1873.3844 1873.4999
 1878.514  1878.6218 1882.2261 1882.8484 1883.9019 1885.557  1887.0156
 1887.8834 1891.6456 1894.0758 1894.3688 1897.2928 1900.0508 1901.3003
 1901.5002 1901.7805 1903.5553 1903.7148 1906.3665 1908.2513 1910.2473
 1911.7045 1915.0704 1916.3789 1916.928  1917.1536 1917.2173 1921.2363
 1923.5088 1925.8673 1927.9347 1928.6643 1928.6931 1931.218  1933.714
 1933.9147 1934.9008 1936.6177 1937.0914 1937.6648 1939.2032 1939.809
 1940.2261 1941.5242 1942.6354 1942.6835 1944.7692 1945.5175 1946.0477
 1949.4633 1949.8215 1950.0992 1950.5125 1951.5814 1953.2509 1954.3534
 1957.4341 1960.0923 1960.8516 1962.4326 1962.7483 1963.1882 1964.3964
 1966.0568 1966.7184 1968.6025 1969.8568 1970.1926 1970.8308 1971.6987
 1973.4763 1974.4797]"
"[  505 65071 11763 15305  9767 69909 43990 13479 16842  5651 66674  5223
 19283 20227 13469 57365  5519   103  9955 10461 12571 22995 13391 41601
 59740 34689 44178 25642 39949   703 10039 45489 39053 13599 51885 22921
  5657 16015 16052  5575 15589 53291 48315  2929 54176 67098 24409 56109
 51229  2238 55167 19257  9467 59019 40415 15877  2653 68678 45200 66666
 43143 14088 66640  8107 37878 24008  1417 51967 24801 10969  5283 43279
 27717   185 44139 18843  5349 49125 58490 13847  5663 69979  2848 58346
 65094  1833 34981 51643 15895 67598 22971 12293 55344  1513 65114   263
 37353 11771  9787  4141]","[   0.       705.48566  726.53906  860.9443   892.6214   894.781
  921.2714   943.6493   952.9313   954.07806  963.6638   968.26184
  983.0743   985.9295   986.5485  1009.803   1025.3292  1027.6094
 1029.2186  1034.6898  1040.6041  1041.097   1041.1244  1044.9479
 1047.0077  1047.8745  1055.2009  1060.1589  1063.6908  1070.5359
 1085.4731  1086.1588  1090.0785  1093.7468  1096.2482  1099.4908
 1101.6425  1104.6013  1105.0435  1113.7185  1113.754   1116.6499
 1117.1799  1118.6005  1126.7294  1132.2191  1142.6343  1145.337
 1151.2255  1152.3558  1152.7927  1153.0299  1155.7954  1156.9438
 1156.9529  1161.3806  1162.6577  1165.8293  1167.8673  1172.0511
 1172.0977  1175.4319  1176.1488  1178.5203  1180.607   1180.7578
 1182.0127  1185.0637  1186.6693  1191.0428  1195.9595  1197.4816
 1198.3585  1199.0684  1199.0892  1199.5004  1199.8146  1202.0786
 1207.7504  1208.727   1211.3868  1211.7211  1212.4731  1216.3901
 1217.9253  1218.545   1218.712   1219.3506  1220.3799  1220.7277
 1220.9788  1221.0205  1223.5996  1223.667   1223.6919  1224.6534
 1226.281   1226.8789  1228.2704  1228.7473 ]"
"[  506  3749  7102 47631 38936 52053 25992 48620 47611 47789  3757 12220
 30856  2588 44128 18908  3615  3577 43800 32927 50912 63524 47687 22160
 60201 38104 63822 32880 26601 56190  1190 22191 35026 24944 33790  4170
  4683 65441 32866 21103 17098 68668 32222 59181 35158 17524 14437 44879
 57218 46626 51410 53827 34100 39372 29362  1633 47715 22962 40828 63307
 69373 37599  3717 60602 28728 64547 63222 21061 32587 14587 60732  7202
 23049 69475 52986 19363 42409  6526  3623  8326  8862 27240 14565 31368
 59008  4463 36724 23628 61162  3629 59161 56142 64139 49765 38728 16667
 31741 26439 58216 64686]","[   0.     1505.2432 1587.3796 1592.628  1648.2937 1651.9298 1668.8846
 1675.377  1695.2805 1700.3326 1721.9634 1727.8868 1733.3301 1741.2194
 1751.1602 1756.1376 1772.2788 1775.2876 1778.2343 1779.809  1787.092
 1794.7618 1797.363  1801.0002 1802.4785 1806.4454 1807.8553 1815.3586
 1816.683  1824.48   1826.6278 1828.0205 1828.8037 1829.4229 1836.9553
 1837.3413 1840.4187 1847.7405 1852.2106 1856.3405 1863.0992 1864.1783
 1871.5664 1872.42   1872.792  1879.2422 1881.0167 1882.9822 1887.071
 1893.1273 1899.646  1900.12   1900.1884 1900.498  1902.1385 1906.2571
 1911.6195 1912.4307 1917.4827 1918.8436 1923.5438 1925.5002 1931.0114
 1934.8416 1938.8818 1939.3403 1939.5234 1941.0798 1942.4121 1945.3887
 1946.3226 1946.7769 1950.2726 1950.3451 1950.6606 1951.8857 1952.4026
 1952.8041 1955.3531 1955.5889 1958.0963 1961.2888 1962.5558 1964.8623
 1971.4768 1973.8977 1974.4652 1974.4878 1974.5413 1974.72   1976.1033
 1976.3281 1977.6246 1979.8533 1982.2583 1983.1053 1983.804  1985.2032
 1985.6669 1987.3691]"
